codigo,descricao,apelido
030537,030537 - MÃO FRANCESA DIANTEIRA,030537 - MÃO FRANCESA DIANTEIRA
450868,450868 - SUPORTE DA COLUNA CENTRAL [PLATAFORMA - CBHM6000],450868 - SUPORTE DA COLUNA CENTRAL [PLATAFORMA - CBHM6000]
025614,025614 - HASTE DE TRAÇAO MENOR _ IÇAMENTO 2 EIXOS SS-CS _ FTC 3500-4300-6500,025614 - HASTE DE TRAÇAO MENOR _ IÇAMENTO 2 EIXOS SS-CS _ FTC 3500-4300-6500
483023,483023-FECHAMENTO LATERAL ICAM (M98) FA CBHM,483023-FECHAMENTO LATERAL ICAM (M98) FA CBHM
450819,450819,450819
450820,450820 - Plasma,450820 - Plasma
030540,030540-TRANSVERSINA DIANTEIRA,030540-TRANSVERSINA DIANTEIRA
030508,030508 - REFORÇO,030508 - REFORÇO
032855,032855 - CHAPEAMENTO DA SOBRETAMPA [SOBR,032855 - CHAPEAMENTO DA SOBRETAMPA [SOBR
027603,027603-cantoneira da folga,027603-cantoneira da folga
418894,"418894B - LUVA DE UNIÃO LARG 3,5POL [IÇAMENTO 02 EIXOS - F_FTC]","418894B - LUVA DE UNIÃO LARG 3,5POL [IÇAMENTO 02 EIXOS - F_FTC]"
410718,410718 - Plasma,410718 - Plasma
030494,030494 - LONGARINA [CHASSI - CBHM],030494 - LONGARINA [CHASSI - CBHM]
030506,030506 - TRANSV. DIANT. TRAS. E CENTRAL,030506 - TRANSV. DIANT. TRAS. E CENTRAL
464296,464296 - 464338 - LONGARINA [PLATAFORMA BOMBA - FTC],464296 - 464338 - LONGARINA [PLATAFORMA BOMBA - FTC]
030547,030547 - FECHAMENTO DO SUPORTE,030547 - FECHAMENTO DO SUPORTE
032889,032889 - QUEBRA ONDAS [CORPO DO TANQUE - FTC6500 M22],032889 - QUEBRA ONDAS [CORPO DO TANQUE - FTC6500 M22]
032901,032901 - FECHAMENTO TRASEIRO [CORPO DO TANQUE - FTC6500 M22],032901 - FECHAMENTO TRASEIRO [CORPO DO TANQUE - FTC6500 M22]
456469,456469 - Plasma,456469 - Plasma
025563,025563 com nome,025563 com nome
027661,027661 - PERFIL LATERAL ENGATADO,027661 - PERFIL LATERAL ENGATADO
027473,027473- PERFIL LATERAL,027473- PERFIL LATERAL
031203,031203 - REFORÇO INTERNO DIANTEIRO M19 v2,031203 - REFORÇO INTERNO DIANTEIRO M19 v2
028486,028486 - PERFIL LATERAL 4M,028486 - PERFIL LATERAL 4M
029957,"029957-LONG. PLAT.-3,20mX1,90m-Plasma","029957-LONG. PLAT.-3,20mX1,90m-Plasma"
029946,029946 - LONGARINA [CHASSI - F4],029946 - LONGARINA [CHASSI - F4]
033779,033779 - FECHAMENTO LATERAL [TAMPA TRASE,033779 - FECHAMENTO LATERAL [TAMPA TRASE
481439,481439 - HASTE DE TRAÇAO MAIOR [IÇAMENTO - CBHM-2E],481439 - HASTE DE TRAÇAO MAIOR [IÇAMENTO - CBHM-2E]
025835,025835 - BATEDOR DO EIXO - EIXO DIANT CBHM 6000 2E (M14),025835 - BATEDOR DO EIXO - EIXO DIANT CBHM 6000 2E (M14)
029043,029043,029043
032734,032734 - CHAPEAMENTO CENTRAL [CORPO DO T,032734 - CHAPEAMENTO CENTRAL [CORPO DO T
027668,027668 - CHAPA VIRADA FIXAÇÃO LATERAL EM C,027668 - CHAPA VIRADA FIXAÇÃO LATERAL EM C
032219,032219 - CHAPA INF. GUIA ESTICADOR EST. MÓVEL,032219 - CHAPA INF. GUIA ESTICADOR EST. MÓVEL
032220,032220 - CHAPA SUP. GUIA ESTICADOR EST. MÓVEL,032220 - CHAPA SUP. GUIA ESTICADOR EST. MÓVEL
029057,029057 - CHAPA REFORÇO PERFIL LONG,029057 - CHAPA REFORÇO PERFIL LONG
027534,027534 - CHAPA POSTERIOR DA RODA,027534 - CHAPA POSTERIOR DA RODA
025655,025655 - SAPATA C FURO MAIOR,025655 - SAPATA C FURO MAIOR
027667,027667 - CHAPA INCLINADA LATERAL ENCAIXE DO PINO,027667 - CHAPA INCLINADA LATERAL ENCAIXE DO PINO
494653,494653-DOBRADIÇA FUEIRO TRAS CBHM,494653-DOBRADIÇA FUEIRO TRAS CBHM
028766,028766-DOBRAD. FUEIRO TRAS.,028766-DOBRAD. FUEIRO TRAS.
030366,030366 - TRANSVERSINA INFERIOR MAIOR [CAÇAMBA - CBH],030366 - TRANSVERSINA INFERIOR MAIOR [CAÇAMBA - CBH]
490313,490313-REFORÇO TRAVA T TRAS ACESS CBHM,490313-REFORÇO TRAVA T TRAS ACESS CBHM
025848,"025848 - CORPO _ 5 RODA _ CBH-CBHM 6,0T","025848 - CORPO _ 5 RODA _ CBH-CBHM 6,0T"
466050,466050-Plasma,466050-Plasma
031515,031515 - TRANSV. INTERM. FRONTAL,031515 - TRANSV. INTERM. FRONTAL
030750,030750-TRANSV. DIANT. Plasma,030750-TRANSV. DIANT. Plasma
033409,033409 - ORELHA DE FIXAÇÃO DA ESCADA [CHASSI SIMPLES FT12500 M22],033409 - ORELHA DE FIXAÇÃO DA ESCADA [CHASSI SIMPLES FT12500 M22]
030341,030341 - PISO DIREITO _ PLATAFORMA _ CBH,030341 - PISO DIREITO _ PLATAFORMA _ CBH
460709,"460709-TRANSV FRONTAL PLAT (3500,5000) C","460709-TRANSV FRONTAL PLAT (3500,5000) C"
030341,030341A,030341A
032467,032467 - FECHAMENTO [EIXO - CBH6],032467 - FECHAMENTO [EIXO - CBH6]
025600,025600 - HASTE ESTABILIZADORA LD-LE - EIXO F46,025600 - HASTE ESTABILIZADORA LD-LE - EIXO F46
480307,480307 - Plasma,480307 - Plasma
494616,494616 - FECHAM SUP FUEIRO CBHM,494616 - FECHAM SUP FUEIRO CBHM
028739,028739-FECHAM. LAT. -CBH M16-Plasma,028739-FECHAM. LAT. -CBH M16-Plasma
444893,444893-Plasma,444893-Plasma
032367,032367 - CHAPEAM. TAMPA TRASEIRA (USO GE,032367 - CHAPEAM. TAMPA TRASEIRA (USO GE
494616,494616 -  FECHAM SUP FUEIRO  CBHM,494616 -  FECHAM SUP FUEIRO  CBHM
025539,025539 - REFORÇO LONGARINA-CHASSI  F4 M98,025539 - REFORÇO LONGARINA-CHASSI  F4 M98
033101,033101 - CHAPEAMENTO LATERAL [CAÇAMBA SIMPLES - CBH9],033101 - CHAPEAMENTO LATERAL [CAÇAMBA SIMPLES - CBH9]
032460,032460 - TRANSVERSINA TRASEIRA _ PLATAFORMA _ UVA M21,032460 - TRANSVERSINA TRASEIRA _ PLATAFORMA _ UVA M21
032335,032335 - PISO [PLATAFORMA - FA2],032335 - PISO [PLATAFORMA - FA2]
431254,"431254 nao oficial - COM FUROS 33,5mm","431254 nao oficial - COM FUROS 33,5mm"
463176,463176 Plasma,463176 Plasma
028766,028766 - DOBRADIÇA [FUEIRO - CBH],028766 - DOBRADIÇA [FUEIRO - CBH]
417233,417233 ARRUELA REFORÇO ESTB EIXO BAL T,417233 ARRUELA REFORÇO ESTB EIXO BAL T
031862,031862 - COLUNA _ FECHAMENTO DIANTEIRO (GIGANTE) _ UVA M20,031862 - COLUNA _ FECHAMENTO DIANTEIRO (GIGANTE) _ UVA M20
476535,476535 Plasma 1,476535 Plasma 1
426544,426544 - LONGARINA [CHASSI - FA2],426544 - LONGARINA [CHASSI - FA2]
025562,025562 - REFORÇO INFERIOR [FECHAMENTO DIANTEIRO - F],025562 - REFORÇO INFERIOR [FECHAMENTO DIANTEIRO - F]
acercade,acercade,acercade
032552,032552 - TRANSVERSINA TRASEIRA [PLATAFOR,032552 - TRANSVERSINA TRASEIRA [PLATAFOR
032812,032812 - FECHAMENTO TRASEIRO CENTRAL [CA,032812 - FECHAMENTO TRASEIRO CENTRAL [CA
431242,431242 - Plasma,431242 - Plasma
025749,025749 - COMPLEMENTO TRANSV. SUPERIOR BA,025749 - COMPLEMENTO TRANSV. SUPERIOR BA
425187,425187,425187
439009,439009- Plasma,439009- Plasma
031293,031293 - ESTABILIZADOR DO BRAÇO _ EIXO TANDEM _ UVA,031293 - ESTABILIZADOR DO BRAÇO _ EIXO TANDEM _ UVA
433846,433846 - REFORÇO DA LONGARINA [CHASSI - FA2],433846 - REFORÇO DA LONGARINA [CHASSI - FA2]
031227,031227 - CANTONEIRA INF. TAMPA TRASEIRA M18,031227 - CANTONEIRA INF. TAMPA TRASEIRA M18
031861,031861 - CORPO _ FECHAMENTO DIANTEIRO (G,031861 - CORPO _ FECHAMENTO DIANTEIRO (G
491421,491421 GUARDA FECHAMENTO TANQUE 3500-500,491421 GUARDA FECHAMENTO TANQUE 3500-500
033021,033021 - CANTONEIRA TRASEIRA [PLAT. METALICA FA6F],033021 - CANTONEIRA TRASEIRA [PLAT. METALICA FA6F]
478970,478970 - LONG TANQUE (M98) T5 T6,478970 - LONG TANQUE (M98) T5 T6
033978,033978 - FIXADOR BORRACHA TAMPA LATERAL,033978 - FIXADOR BORRACHA TAMPA LATERAL
032870,032870 - CORRIMÃO MAIOR [GRADIL - FTC650,032870 - CORRIMÃO MAIOR [GRADIL - FTC650
030178,030178-TRAVESSA SUPERIOR CAR. UVA M16,030178-TRAVESSA SUPERIOR CAR. UVA M16
030992,030992 - COLUNA LATERAL ALT 60 MD rev. 0,030992 - COLUNA LATERAL ALT 60 MD rev. 0
032693,032693 - TRAVESSA SUPERIOR [GIGANTE FA2A,032693 - TRAVESSA SUPERIOR [GIGANTE FA2A
033021,033021 - CANTONEIRA TRASEIRA [PLAT. META,033021 - CANTONEIRA TRASEIRA [PLAT. META
033438,033438 - LINGUETA DE APOIO [FIXADOR DO ESTABILIZADOR],033438 - LINGUETA DE APOIO [FIXADOR DO ESTABILIZADOR]
033264,033264 - CORPO [TRAVA DA TAMPA TRASEIRA - CBH12 M22],033264 - CORPO [TRAVA DA TAMPA TRASEIRA - CBH12 M22]
415017,415017PL - COM FURO MAIOR,415017PL - COM FURO MAIOR
031050,031050 - COLUNA _ FECHAMENTO DIANTEIRO (,031050 - COLUNA _ FECHAMENTO DIANTEIRO (
031204,031204 - REFORÇO LATERAL DIANTEIRO [CAÇA,031204 - REFORÇO LATERAL DIANTEIRO [CAÇA
446282,"446282-TRANSV MAIOR ICAM M98 F4,6","446282-TRANSV MAIOR ICAM M98 F4,6"
446312,"446312-FECHAM COMPL ICAM F4,6","446312-FECHAM COMPL ICAM F4,6"
032870,032870 - CORRIMÃO MAIOR [GRADIL - FTC6500],032870 - CORRIMÃO MAIOR [GRADIL - FTC6500]
030512,030512 - TRANSV. INTERM. [CHASSI DA CAÇAMBA - CBH 02E],030512 - TRANSV. INTERM. [CHASSI DA CAÇAMBA - CBH 02E]
030386,030386 - TRAVA MACACO EXTERNO CBHM  CBH,030386 - TRAVA MACACO EXTERNO CBHM  CBH
028855,028855 - CHAPA LATERAL FIXAÇÃO ROLDANA MENOR,028855 - CHAPA LATERAL FIXAÇÃO ROLDANA MENOR
031050,"031050 - COLUNA _ FECHAMENTO DIANTEIRO (GIGANTE) G _ F-FA 4,0-6,0T","031050 - COLUNA _ FECHAMENTO DIANTEIRO (GIGANTE) G _ F-FA 4,0-6,0T"
494550,494550-CHAPEAMENTO FUEIRO 90CM CBHM,494550-CHAPEAMENTO FUEIRO 90CM CBHM
494562,494562-  FECHAMENTO FUEIRO  90CM  CBHM,494562-  FECHAMENTO FUEIRO  90CM  CBHM
013262,"013262 - FECHAMENTO FUEIRO 1,10m  (5000)","013262 - FECHAMENTO FUEIRO 1,10m  (5000)"
013250,"013250 - CHAPEAM FUEIRO TRAS 1,10M (5000","013250 - CHAPEAM FUEIRO TRAS 1,10M (5000"
481646,481646 - CHAPEAMENTO  [FUEIRO CENTRAL LD,481646 - CHAPEAMENTO  [FUEIRO CENTRAL LD
033265,033265 - REFORÇO [TRAVA DA TAMPA TRASEIRA - CBH12 M22],033265 - REFORÇO [TRAVA DA TAMPA TRASEIRA - CBH12 M22]
459501,459501 - FECHAMENTO DIANTEIRO _ IÇAMENTO,459501 - FECHAMENTO DIANTEIRO _ IÇAMENTO
439046,439046,439046
026425,026425-Plasma,026425-Plasma
034212,034212 - REFORÇO DO FUEIRO CENTRAL [CAÇAMBA SIMPLES - CBH9 M22],034212 - REFORÇO DO FUEIRO CENTRAL [CAÇAMBA SIMPLES - CBH9 M22]
468393,468393-Plasma,468393-Plasma
475956,475956 Plasma,475956 Plasma
446178,446178 - Plasma,446178 - Plasma
418134,418134 - Plasma,418134 - Plasma
475579,475579 - PLACA DE APOIO CHASSI   FT3,475579 - PLACA DE APOIO CHASSI   FT3
030375,030375-fixador chapa lateral v2,030375-fixador chapa lateral v2
030451,030451 - FECHAMENTO LATERAL _ TAMPA LATE,030451 - FECHAMENTO LATERAL _ TAMPA LATE
030616,030616 - PISO ESQUERDO [PLATAFORMA - CBHM 4500],030616 - PISO ESQUERDO [PLATAFORMA - CBHM 4500]
409960,409960  TRANSVERSINA CENTRAL PLAT CBHM 4500,409960  TRANSVERSINA CENTRAL PLAT CBHM 4500
032732,032732 - CHAPEAMENTO [CORPO DO TANQUE - FTC6500 M22],032732 - CHAPEAMENTO [CORPO DO TANQUE - FTC6500 M22]
023504,023504 - CHAPA DE REGULAGEM VARAO DE TRA,023504 - CHAPA DE REGULAGEM VARAO DE TRA
18338,18338,18338
030105,030105 - TIRA DE AÇO INFERIOR MAIOR EXTR,030105 - TIRA DE AÇO INFERIOR MAIOR EXTR
493296,"493296 - FECHAMENTO LATERAL _ TAMPA TRASEIRA 0,9M _ CBHM 4500-6000","493296 - FECHAMENTO LATERAL _ TAMPA TRASEIRA 0,9M _ CBHM 4500-6000"
425760,"425760 - (NÃO OFICIAL)  SUPORTE DO CILINDRO _ CHASSI DA CAÇAMBA-PLATAFORMA 1 EIXO _ CBH-CBHM 4,0-6,0T","425760 - (NÃO OFICIAL)  SUPORTE DO CILINDRO _ CHASSI DA CAÇAMBA-PLATAFORMA 1 EIXO _ CBH-CBHM 4,0-6,0T"
023243,023243 - ESBARRO [CHASSI - CBH],023243 - ESBARRO [CHASSI - CBH]
026416,026416-CORPO DA TRAVA DA TAMPA-CBH-CBHM-F4-6,026416-CORPO DA TRAVA DA TAMPA-CBH-CBHM-F4-6
029662,029662-LONG. PLAT. M16,029662-LONG. PLAT. M16
480629,"480629-PLACA DE APOIO 5 RODA (M98) F4,6","480629-PLACA DE APOIO 5 RODA (M98) F4,6"
459501,459501 - FECHAMENTO DIANTEIRO _ IÇAMENTO _ UVA,459501 - FECHAMENTO DIANTEIRO _ IÇAMENTO _ UVA
029663,029663 - TRANSVERSINA DIANTEIRA _ PLATAF,029663 - TRANSVERSINA DIANTEIRA _ PLATAF
023504,023504 Plasma 1,023504 Plasma 1
459574,459574 - Plasma,459574 - Plasma
032816,032816 - FECHAMENTO LATERAL TRASEIRO [CAÇAMBA SIMPLES - CBH9 M22],032816 - FECHAMENTO LATERAL TRASEIRO [CAÇAMBA SIMPLES - CBH9 M22]
025603,025603 - ESBARRO EIXO BALANCIM - EIXO F4-F6,025603 - ESBARRO EIXO BALANCIM - EIXO F4-F6
027537,027537 - CHAPA LATERAL INCLINADA DE APOIO,027537 - CHAPA LATERAL INCLINADA DE APOIO
027756,027756 - CHAPA DE FECHAMENTO FUSO [ESTICADOR - MCF],027756 - CHAPA DE FECHAMENTO FUSO [ESTICADOR - MCF]
472116,472116-REFORÇO SUPORTE  INTERNO    UVA,472116-REFORÇO SUPORTE  INTERNO    UVA
031905,031905 - SUPORTE DO GIGANTE _ FECHAMENTO DIANTEIRO _ UVA,031905 - SUPORTE DO GIGANTE _ FECHAMENTO DIANTEIRO _ UVA
033268,033268 - TRANSVERSINA [CHASSI DA CAÇAMBA - CBH12 2E M22],033268 - TRANSVERSINA [CHASSI DA CAÇAMBA - CBH12 2E M22]
033190,033190 - TRANSVERSINA CENTRAL [CAÇAMBA SIMPLES - CBH12 2E M22],033190 - TRANSVERSINA CENTRAL [CAÇAMBA SIMPLES - CBH12 2E M22]
031485,031485 - LONGARINA _ CHASSI _ CBHM 6000 CAFEEIRA,031485 - LONGARINA _ CHASSI _ CBHM 6000 CAFEEIRA
029987,029987-TRANSV. DA 5° RODA-Plasma,029987-TRANSV. DA 5° RODA-Plasma
031486,031486 - PISO DIREITO _ PLATAFORMA _ CBHM 6000 CAFEEIRA,031486 - PISO DIREITO _ PLATAFORMA _ CBHM 6000 CAFEEIRA
031487,031487 - PISO ESQUERDO _ PLATAFORMA _ CBHM 6000 CAFEEIRA,031487 - PISO ESQUERDO _ PLATAFORMA _ CBHM 6000 CAFEEIRA
460394,460394 - CHAPEAMENTO [GRADE DIANTEIRA - CBHM5000],460394 - CHAPEAMENTO [GRADE DIANTEIRA - CBHM5000]
013225,"013225 - COMPLEMENTO DO CHAPEAMENTO _ TAMPA TRASEIRA 1,1M _ CBHM 5000-6000","013225 - COMPLEMENTO DO CHAPEAMENTO _ TAMPA TRASEIRA 1,1M _ CBHM 5000-6000"
032924,032924 - SUPORTE EXTERNO [SUPORTE DO BALANCIM - CBH 9],032924 - SUPORTE EXTERNO [SUPORTE DO BALANCIM - CBH 9]
032920,032920 - SUPORTE INTERNO [SUPORTE DO BALANCIM - CBH 9],032920 - SUPORTE INTERNO [SUPORTE DO BALANCIM - CBH 9]
030051,030051 - SUP. FEIXE DE MOLASPORTA IÇAMENTO - 5ª RODA ER46,030051 - SUP. FEIXE DE MOLASPORTA IÇAMENTO - 5ª RODA ER46
453407,"453407 - SUPORTE PARA FEIXE DE MOLAS DIANTEIRO _ 5 RODA-CHASSI 1-2 EIXO CS-CC _ F-FTC-CBH-CBHM 4,0-6,0T","453407 - SUPORTE PARA FEIXE DE MOLAS DIANTEIRO _ 5 RODA-CHASSI 1-2 EIXO CS-CC _ F-FTC-CBH-CBHM 4,0-6,0T"
033305,033305 - SUPORTE TRASEIRO [CHASSI - CBH12 M22],033305 - SUPORTE TRASEIRO [CHASSI - CBH12 M22]
032933,032933 - REFORÇO EIXO BALANCIM [EIXO BALANCIM - CBH 9],032933 - REFORÇO EIXO BALANCIM [EIXO BALANCIM - CBH 9]
033686,033686 - REFORÇO DA SAPATA [SUPORTE DO BALANCIM - FT12500 M22],033686 - REFORÇO DA SAPATA [SUPORTE DO BALANCIM - FT12500 M22]
033685,033685 - SAPATA [SUPORTE DO BALANCIM - FT12500 M22],033685 - SAPATA [SUPORTE DO BALANCIM - FT12500 M22]
034003,034003 - LONGARINA [CHASSI - CBH9-2E],034003 - LONGARINA [CHASSI - CBH9-2E]
033304,033304 - TRANSVERSINA INTERM DIANTEIRA [CHASSI - CBH12 2E],033304 - TRANSVERSINA INTERM DIANTEIRA [CHASSI - CBH12 2E]
032942,032942 - REFORÇO DA ARTICULAÇÃO DA CAÇAMBA [CHASSI DA CAÇAMBA - CBH9 M22],032942 - REFORÇO DA ARTICULAÇÃO DA CAÇAMBA [CHASSI DA CAÇAMBA - CBH9 M22]
033687,033687 - FECHAMENTO DO TUBO [EIXO BALANCIM - FT12500 M22],033687 - FECHAMENTO DO TUBO [EIXO BALANCIM - FT12500 M22]
033296,033296 - REFORÇO DO LIMITADOR DE GIRO [5A RODA - CBH12],033296 - REFORÇO DO LIMITADOR DE GIRO [5A RODA - CBH12]
026068,026068- -Plasma,026068- -Plasma
460394,460394 - CHAPEAMENTO [GRADE DIANTEIRA -,460394 - CHAPEAMENTO [GRADE DIANTEIRA -
491421,491421 - GUARDA DE FECHAMENTO [CORPO DO,491421 - GUARDA DE FECHAMENTO [CORPO DO
412168,412168 ARRUELA DE ENCOSTO,412168 ARRUELA DE ENCOSTO
032786,032786 - LONGARINA [CHASSI DA CAÇAMBA - CBH9 01E],032786 - LONGARINA [CHASSI DA CAÇAMBA - CBH9 01E]
Retâng,Retângulo com clipe,Retângulo com clipe
032734,032734 - CHAPEAMENTO CENTRAL [CORPO DO TANQUE - FTC6500 M22],032734 - CHAPEAMENTO CENTRAL [CORPO DO TANQUE - FTC6500 M22]
033288,033288 - REFORÇO FUEIRO CENTRAL [CAÇAMBA SIMPLES - CBH12],033288 - REFORÇO FUEIRO CENTRAL [CAÇAMBA SIMPLES - CBH12]
032790,032790 - SUPORTE DO CILINDRO [CHASSI DA CAÇAMBA - CBH9 01E],032790 - SUPORTE DO CILINDRO [CHASSI DA CAÇAMBA - CBH9 01E]
033332,033332 - REFORÇO INFERIOR [FIXAÇÃO BRAÇO - CBH12],033332 - REFORÇO INFERIOR [FIXAÇÃO BRAÇO - CBH12]
033490,033490 - ORELHA CORRENTE [IÇAMENTO - FT12500 M22],033490 - ORELHA CORRENTE [IÇAMENTO - FT12500 M22]
033221,033221- ESBARRO LIMITADOR DE GIRO [CHASSI - CBH],033221- ESBARRO LIMITADOR DE GIRO [CHASSI - CBH]
032789,032789 - TRANSVERSINA DO CILINDRO [CHASSI DA CAÇAMBA - CBH],032789 - TRANSVERSINA DO CILINDRO [CHASSI DA CAÇAMBA - CBH]
032787,032787 - TRANSVERSINA [CHASSI DA CAÇAMBA - CBH9],032787 - TRANSVERSINA [CHASSI DA CAÇAMBA - CBH9]
033188,033188 - TRANSVERSINA [CHASSI DA CAÇAMBA - CBH12 2E M22],033188 - TRANSVERSINA [CHASSI DA CAÇAMBA - CBH12 2E M22]
033290,033290 - CORPO [5A RODA - CBH12],033290 - CORPO [5A RODA - CBH12]
022469,022469 - ESBARRO LIMITADOR DE GIRO CHASSI CBHM 2 EIXOS,022469 - ESBARRO LIMITADOR DE GIRO CHASSI CBHM 2 EIXOS
030539,030539 - TRANSVERSINA CENTRAL,030539 - TRANSVERSINA CENTRAL
030384,"030384A - CHAPEAMENTO LATERAL _ CAÇAMBA 1-2 EIXOS TRS-ABL _ CBH 5,0T","030384A - CHAPEAMENTO LATERAL _ CAÇAMBA 1-2 EIXOS TRS-ABL _ CBH 5,0T"
030384,"030384B - COMPLEMENTO CHAPEAMENTO LATERAL _ CAÇAMBA 1-2 EIXOS TRS-ABL _ CBH 5,0T","030384B - COMPLEMENTO CHAPEAMENTO LATERAL _ CAÇAMBA 1-2 EIXOS TRS-ABL _ CBH 5,0T"
030544,"030544A - COMPLEMENTO CHAPEAMENTO LATERAL _ CAÇAMBA 1-2 EIXOS TRS-ABL _ CBH 6,0T","030544A - COMPLEMENTO CHAPEAMENTO LATERAL _ CAÇAMBA 1-2 EIXOS TRS-ABL _ CBH 6,0T"
030544,"030544B - COMPLEMENTO CHAPEAMENTO LATERAL _ CAÇAMBA 1-2 EIXOS TRS-ABL _ CBH 6,0T","030544B - COMPLEMENTO CHAPEAMENTO LATERAL _ CAÇAMBA 1-2 EIXOS TRS-ABL _ CBH 6,0T"
031206,031206A - CHAPEAMENTO FRONTAL [CAÇAMBA - CBH],031206A - CHAPEAMENTO FRONTAL [CAÇAMBA - CBH]
033076,033076 - FECHAMENTO LATERAL TRASEIRO INFERIOR [CAÇAMBA SIMPLES - CBH9 M22],033076 - FECHAMENTO LATERAL TRASEIRO INFERIOR [CAÇAMBA SIMPLES - CBH9 M22]
033259,033259 - TRANSVERSINA INTERMEDIARIA [CHASSI DA CAÇAMBA - CBH9],033259 - TRANSVERSINA INTERMEDIARIA [CHASSI DA CAÇAMBA - CBH9]
493673,493673 - Plasma,493673 - Plasma
032814,032814 - REFORÇO LATERAL DIANTEIRO [CAÇAMBA SIMPLES - CBH9 M22],032814 - REFORÇO LATERAL DIANTEIRO [CAÇAMBA SIMPLES - CBH9 M22]
032800,032800 - PLACA DE FIXAÇÃO [ESCADA - CAÇAMBA CBH9 M22],032800 - PLACA DE FIXAÇÃO [ESCADA - CAÇAMBA CBH9 M22]
032861,032861 - FECHAMENTO INFERIOR [FUEIRO CENTRAL CBH9],032861 - FECHAMENTO INFERIOR [FUEIRO CENTRAL CBH9]
034211,034211 - TRANSVERSINA DO CILINDRO [CHASSI - CBH12 2E],034211 - TRANSVERSINA DO CILINDRO [CHASSI - CBH12 2E]
025401,025401 - SUPORTE DO CILINDRO - CHASSI DA CAÇAMBA CBH (M13) 8T,025401 - SUPORTE DO CILINDRO - CHASSI DA CAÇAMBA CBH (M13) 8T
031238,031238 - FECHAM. DO FUEIRO DIANT. SUP. M,031238 - FECHAM. DO FUEIRO DIANT. SUP. M
033783,033783 - FECHAMENTO [GRADE LAT SUPERIOR,033783 - FECHAMENTO [GRADE LAT SUPERIOR
024004,024004 - LONGARINA CHASSI CBHF (M12),024004 - LONGARINA CHASSI CBHF (M12)
025602,025602 - CHAPEAMENTO DO GUIA [EIXO BALANCIM - F4_F6],025602 - CHAPEAMENTO DO GUIA [EIXO BALANCIM - F4_F6]
025847,025847 - PLACA DE APOIO - 5 RODA - CBH  CBHM 02 EIXOS,025847 - PLACA DE APOIO - 5 RODA - CBH  CBHM 02 EIXOS
023966,023966 - TRANSVERSINA DIANTEIRA CHASSI CBHF (M12),023966 - TRANSVERSINA DIANTEIRA CHASSI CBHF (M12)
034029,[MANUT] 034029 - FECHAMENTO LATERAL - CABINE DE PINTURA,[MANUT] 034029 - FECHAMENTO LATERAL - CABINE DE PINTURA
034061,[MANUT] 034061 - FECHAMENTO LATERAL SUPERIOR [EXPANSÃO - CABINE DE PINTURA],[MANUT] 034061 - FECHAMENTO LATERAL SUPERIOR [EXPANSÃO - CABINE DE PINTURA]
034052,[MANUT] 034052 - FECHAMENTO FRONTAL SUPERIOR [EXPANSÃO - CABINE DE PINTURA],[MANUT] 034052 - FECHAMENTO FRONTAL SUPERIOR [EXPANSÃO - CABINE DE PINTURA]
034064,[MANUT] 034064 - FECHAMENTO SUPERIOR 2 [EXPANSÃO] - CABINE DE PINTURA,[MANUT] 034064 - FECHAMENTO SUPERIOR 2 [EXPANSÃO] - CABINE DE PINTURA
034071,[MANUT] 034071 - FECHAMENTO SUPERIOR 3 [EXPANSÃO] - CABINE DE PINTURA,[MANUT] 034071 - FECHAMENTO SUPERIOR 3 [EXPANSÃO] - CABINE DE PINTURA
034072,[MANUT] 034072 - FECHAMENTO SUPERIOR 4 [EXPANSÃO] - CABINE DE PINTURA,[MANUT] 034072 - FECHAMENTO SUPERIOR 4 [EXPANSÃO] - CABINE DE PINTURA
034073,[MANUT] 034073 - FECHAMENTO EM L COMPLEMENTO [EXPANSÃO - CABINE DE PINTURA],[MANUT] 034073 - FECHAMENTO EM L COMPLEMENTO [EXPANSÃO - CABINE DE PINTURA]
034074,[MANUT] 034074 - FECHAMENTO EM L COMPLEMENTO MAIOR [EXPANSÃO - CABINE DE PINTURA],[MANUT] 034074 - FECHAMENTO EM L COMPLEMENTO MAIOR [EXPANSÃO - CABINE DE PINTURA]
034082,[MANUT] 034082 - PLACA DE UNIÃO [EXPANSÃO - CABINE DE PINTURA],[MANUT] 034082 - PLACA DE UNIÃO [EXPANSÃO - CABINE DE PINTURA]
032665,032665 - ASSOALHO [GAIOLA KIT INCENDIO -,032665 - ASSOALHO [GAIOLA KIT INCENDIO -
grad Plasma,grad Plasma,grad Plasma
034049,034049A - FECHAMENTO MAIOR PARTE 1 [EXPANSÃO - CABINE DE PINTURA],034049A - FECHAMENTO MAIOR PARTE 1 [EXPANSÃO - CABINE DE PINTURA]
034049,034049B - FECHAMENTO MAIOR PARTE 2 [EXPANSÃO - CABINE DE PINTURA],034049B - FECHAMENTO MAIOR PARTE 2 [EXPANSÃO - CABINE DE PINTURA]
031207,031207 - FECHAM. DO FUEIRO-REF. DIANT.,031207 - FECHAM. DO FUEIRO-REF. DIANT.
494677,494677-CHAPEAM FUEIRO TRAS 90 CM CBHM,494677-CHAPEAM FUEIRO TRAS 90 CM CBHM
026037,026037 - COMPLEM LATERAL DO ENGATE [ROBUSTA 12T],026037 - COMPLEM LATERAL DO ENGATE [ROBUSTA 12T]
